setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
khPIR,293.15,0.9022,101,1235.34,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,293.15,1,101,1240.32,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0,101,1044.13,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.0488,101,1082.3,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.1027,101,1110.66,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.1943,101,1142.28,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.299,101,1167.01,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.4025,101,1185.2,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.5263,101,1201.74,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.5969,101,1209.26,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.692,101,1217.87,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.8007,101,1225.71,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,0.9022,101,1231.87,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,298.15,1,101,1236.89,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0,101,1038.48,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.0488,101,1077.27,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.1027,101,1106.02,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.1943,101,1138.03,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.299,101,1163.02,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.4025,101,1181.38,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.5263,101,1198.06,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.5969,101,1205.63,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.692,101,1214.31,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.8007,101,1222.2,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,0.9022,101,1228.41,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,303.15,1,101,1233.46,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0,101,1032.83,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.0488,101,1072.25,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.1027,101,1101.4,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.1943,101,1133.8,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.299,101,1159.05,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.4025,101,1177.57,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.5263,101,1194.39,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.5969,101,1202.02,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.692,101,1210.76,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.8007,101,1218.71,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,0.9022,101,1224.97,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,308.15,1,101,1230.06,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0,101,1027.18,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.0488,101,1067.23,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.1027,101,1096.77,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.1943,101,1129.57,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.299,101,1155.09,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.4025,101,1173.78,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.5263,101,1190.73,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.5969,101,1198.42,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.692,101,1207.22,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.8007,101,1215.23,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,0.9022,101,1221.54,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
khPIR,313.15,1,101,1226.67,Singh et al. (2014c),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
