setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SEInd,293.15,0,100,998.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.1002,100,1048.1,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.2002,100,1060,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.3004,100,1063.9,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.4004,100,1065.9,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.501,100,1067,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.5998,100,1067.8,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.6988,100,1068.5,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.8,100,1069.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,293.15,0.9018,100,1070.5,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0,100,995.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.1002,100,1041.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.2002,100,1052.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.3004,100,1057.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.4004,100,1059.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.501,100,1060.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.5998,100,1061.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.6988,100,1062,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
