setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SEInd,303.15,0.8,100,1062.8,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,303.15,0.9018,100,1064,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0,100,992.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.1002,100,1035.1,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.2002,100,1046.5,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.3004,100,1050.4,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.4004,100,1052.4,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.501,100,1053.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.5998,100,1054.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.6988,100,1055.4,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.8,100,1056.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,313.15,0.9018,100,1057.5,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0,100,988,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.1002,100,1028.4,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.2002,100,1039.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.3004,100,1043.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.4004,100,1045.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.501,100,1046.9,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.5998,100,1048.1,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.6988,100,1048.9,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.8,100,1049.8,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,323.15,0.9018,100,1051.1,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0,100,981.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.1002,100,1021.4,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.2002,100,1032.5,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.3004,100,1036.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.4004,100,1038.9,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.501,100,1040.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.5998,100,1041.4,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.6988,100,1042.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.8,100,1043.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,333.15,0.9018,100,1044.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0,100,972.8,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.1002,100,1014.3,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.2002,100,1025.6,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.3004,100,1029.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.4004,100,1032.1,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.501,100,1033.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.5998,100,1034.5,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.6988,100,1035.7,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.8,100,1036.8,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
SEInd,343.15,0.9018,100,1038.2,Carissimi et al. (2019),Density,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,AADYJk,O,water,,,
