setid,"Temperature, K",Mole fraction of 2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YBAlS,298.15,0,101,815.2,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.0937,101,941.2,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.2087,101,1047.8,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.3146,101,1118.4,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.4175,101,1170.7,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.5019,101,1205.5,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.6327,101,1249,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.7143,101,1271.3,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.8195,101,1296.1,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YBAlS,298.15,0.9146,101,1315.4,Domanska et al. (2012e),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
