setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NPttg,0,283.15,101.3,1224,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,288.15,101.3,1220.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,293.15,101.3,1216.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,298.15,101.3,1213.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,303.15,101.3,1210,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,308.15,101.3,1206.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,313.15,101.3,1203.2,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,318.15,101.3,1199.8,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,323.15,101.3,1196.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,328.15,101.3,1193,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,333.15,101.3,1189.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,338.15,101.3,1186.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,343.15,101.3,1182.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,348.15,101.3,1179.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0,353.15,101.3,1176,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,283.15,101.3,1219.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,288.15,101.3,1216,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,293.15,101.3,1212.7,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,298.15,101.3,1209.2,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,303.15,101.3,1205.8,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,308.15,101.3,1202.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,313.15,101.3,1198.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,318.15,101.3,1195.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,323.15,101.3,1192.1,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,328.15,101.3,1188.7,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,333.15,101.3,1185.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,338.15,101.3,1181.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.11,343.15,101.3,1178.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,283.15,101.3,1213.1,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,288.15,101.3,1209.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,293.15,101.3,1206,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,298.15,101.3,1202.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,303.15,101.3,1199,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,308.15,101.3,1195.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,313.15,101.3,1192,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,318.15,101.3,1188.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,323.15,101.3,1185.2,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,328.15,101.3,1181.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,333.15,101.3,1178.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,338.15,101.3,1174.8,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.263,343.15,101.3,1171.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,283.15,101.3,1206.2,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,288.15,101.3,1202.7,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,293.15,101.3,1199.1,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,298.15,101.3,1195.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,303.15,101.3,1192,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,308.15,101.3,1188.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,313.15,101.3,1185,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,318.15,101.3,1181.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,323.15,101.3,1177.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,328.15,101.3,1174.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,333.15,101.3,1171,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,338.15,101.3,1167.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.391,343.15,101.3,1164.1,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,283.15,101.3,1204.7,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,288.15,101.3,1201.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,293.15,101.3,1197.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,298.15,101.3,1194.1,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,303.15,101.3,1190.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,308.15,101.3,1186.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,313.15,101.3,1183.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,318.15,101.3,1179.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,323.15,101.3,1176.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,328.15,101.3,1172.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,333.15,101.3,1169.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,338.15,101.3,1165.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.414,343.15,101.3,1162.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,283.15,101.3,1194.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,288.15,101.3,1190.8,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,293.15,101.3,1187.1,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,298.15,101.3,1183.5,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,303.15,101.3,1179.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,308.15,101.3,1176.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,313.15,101.3,1172.7,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,318.15,101.3,1169.2,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,323.15,101.3,1165.4,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,328.15,101.3,1161.8,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,338.15,101.3,1154.7,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.549,343.15,101.3,1151.2,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,283.15,101.3,1184.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,288.15,101.3,1181.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,293.15,101.3,1177.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,298.15,101.3,1173.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,303.15,101.3,1170.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,308.15,101.3,1166.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,313.15,101.3,1162.9,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,318.15,101.3,1159.3,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,323.15,101.3,1155.6,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
NPttg,0.637,328.15,101.3,1152,Mokhtarani et al. (2009a),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
