setid,Mole fraction of 1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HXgTg,0,293.15,101.3,1102.3,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0,303.15,101.3,1092.3,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0,313.15,101.3,1082.4,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0,323.15,101.3,1072.5,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.0989,293.15,101.3,1212.2,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.0989,303.15,101.3,1208.3,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.0989,313.15,101.3,1199.7,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.0989,323.15,101.3,1190.5,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.1981,293.15,101.3,1281.6,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.1981,303.15,101.3,1272.8,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.1981,313.15,101.3,1264.1,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.1981,323.15,101.3,1255,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.2776,293.15,101.3,1317.1,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.2776,303.15,101.3,1308.2,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.2776,313.15,101.3,1299,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.2776,323.15,101.3,1290.2,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.3971,293.15,101.3,1355.7,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.3971,303.15,101.3,1346.9,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.3971,313.15,101.3,1338.6,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.3971,323.15,101.3,1329.9,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.5029,293.15,101.3,1381.3,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.5029,303.15,101.3,1372.5,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.5029,313.15,101.3,1364.2,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.5029,323.15,101.3,1356,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.597,293.15,101.3,1399.9,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.597,303.15,101.3,1390.9,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.597,313.15,101.3,1382.4,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.597,323.15,101.3,1374.2,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.721,293.15,101.3,1420.4,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.721,303.15,101.3,1411.2,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.721,313.15,101.3,1402.6,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.721,323.15,101.3,1393.9,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.798,293.15,101.3,1431.4,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.798,303.15,101.3,1422.3,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.798,313.15,101.3,1413.4,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.798,323.15,101.3,1404.5,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
HXgTg,0.89,293.15,101.3,1443.4,Raj et al. (2021),Density,Liquid,ABtAhY,COCCOCCn1cc[n+](CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
