setid,"Temperature, K","Pressure, kPa",Mole fraction of tetrabutylphosphonium bromide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Badxd,293.15,101.3,0.333,1072.3,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
Badxd,298.15,101.3,0.333,1068.7,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
Badxd,303.15,101.3,0.333,1065.5,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
Badxd,308.15,101.3,0.333,1062.2,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
Badxd,313.15,101.3,0.333,1058.8,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
Badxd,318.15,101.3,0.333,1055.5,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
Badxd,323.15,101.3,0.333,1052.2,Al-Ghamdi et al. (2022),Density,Liquid,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,AALwIY,OCCO,"1,2-ethanediol",,,
