setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KRAza,298.15,0,100,983.4,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.0999,100,1033.4,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.2046,100,1079.5,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.2989,100,1116.2,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.3934,100,1149.2,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.4981,100,1182,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.5951,100,1209.2,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.695,100,1234.4,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.7978,100,1257.8,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
KRAza,298.15,0.8934,100,1277.6,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
