setid,"Temperature, K","MolaLity of 1-ethyl-2,3-dimethylimidazolium terafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YkCUD,293.15,0,101.3,791,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,0.5241,101.3,826.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,1.1795,101.3,862.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,2.0216,101.3,900.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,3.1445,101.3,941.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,4.7171,101.3,986.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,7.0759,101.3,1033.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,11.0068,101.3,1085.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,293.15,18.868,101.3,1141.9,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,0,101.3,786.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,0.5241,101.3,821.9,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,1.1795,101.3,858,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,2.0216,101.3,896,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,3.1445,101.3,937.2,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,4.7171,101.3,981.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,7.0759,101.3,1029.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,11.0068,101.3,1081.5,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,298.15,18.868,101.3,1138,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,303.15,0,101.3,781.6,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,303.15,0.5241,101.3,817.3,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
YkCUD,303.15,1.1795,101.3,853.4,Han et al. (2023),Density,Liquid,AAonFa,CC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",AAGIBL,CO,methanol,,,
