setid,"Temperature, K","MolaLity of 1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Yrama,288.15,0.1734,101,1098.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.1795,101,1099.5,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.1857,101,1100.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.1903,101,1100.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.1923,101,1101,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.2409,101,1107,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.2834,101,1111.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.3037,101,1114.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.3139,101,1115.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.3559,101,1120,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.3746,101,1122,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.423,101,1127,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.4629,101,1131.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.5288,101,1138.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.5602,101,1141.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,288.15,0.7064,101,1155.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.0225,101,1073,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.0405,101,1075.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.0503,101,1076.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.0707,101,1079.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.0826,101,1080.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.0968,101,1082.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1199,101,1085.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1319,101,1087.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1461,101,1089.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1582,101,1090.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1734,101,1092.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1795,101,1093,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1857,101,1093.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1903,101,1094.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.1923,101,1094.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.2409,101,1100.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.2834,101,1105.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.3037,101,1107.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.3139,101,1109,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.3559,101,1113.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.3746,101,1115.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.423,101,1120.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.4629,101,1125.1,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.5288,101,1131.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.5602,101,1134.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,293.15,0.7064,101,1149.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.0225,101,1066.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.0405,101,1068.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.0503,101,1070.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.0707,101,1072.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.0826,101,1074.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.0968,101,1076.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1199,101,1079.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1319,101,1080.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1461,101,1082.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1582,101,1083.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1734,101,1085.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1795,101,1086.6,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1857,101,1087.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1903,101,1087.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.1923,101,1088.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.2409,101,1094.2,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.2834,101,1098.9,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.3037,101,1101.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.3139,101,1102.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.3559,101,1107.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.3746,101,1109.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.423,101,1114.4,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.4629,101,1118.8,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.5288,101,1125.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.5602,101,1128.7,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
Yrama,298.15,0.7064,101,1143.3,Liu et al. (2020d),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
