setid,Weight fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HKkUb,0.00178,100,298.15,1036.3,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAsPxK,CCCCCC[n+]1ccccc1.N#C[N-]C#N,1-hexylpyridinium dicyanamide,,,
HKkUb,0.00328,100,298.15,1036.2,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAsPxK,CCCCCC[n+]1ccccc1.N#C[N-]C#N,1-hexylpyridinium dicyanamide,,,
HKkUb,0.00479,100,298.15,1036.1,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAsPxK,CCCCCC[n+]1ccccc1.N#C[N-]C#N,1-hexylpyridinium dicyanamide,,,
HKkUb,0.00628,100,298.15,1036,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAsPxK,CCCCCC[n+]1ccccc1.N#C[N-]C#N,1-hexylpyridinium dicyanamide,,,
HKkUb,0.00777,100,298.15,1035.9,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAsPxK,CCCCCC[n+]1ccccc1.N#C[N-]C#N,1-hexylpyridinium dicyanamide,,,
