setid,"MolaLity of 1-methyl-3-octylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lGgsj,0,101,298.15,788.663,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
lGgsj,0.0819,101,298.15,799.318,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
lGgsj,0.0999,101,298.15,801.598,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
lGgsj,0.1232,101,298.15,804.52,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
lGgsj,0.1412,101,298.15,806.764,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
lGgsj,0.1628,101,298.15,809.404,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
lGgsj,0.1724,101,298.15,810.567,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
