setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fgfdl,0.16,298.15,101.3,1527,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,303.15,101.3,1522,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,308.15,101.3,1517,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,313.15,101.3,1512,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,318.15,101.3,1507,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,323.15,101.3,1502.1,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,328.15,101.3,1497.2,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,333.15,101.3,1492.3,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,338.15,101.3,1487.4,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.16,343.15,101.3,1482.6,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.213,298.15,101.3,1523.1,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.213,303.15,101.3,1518.1,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.213,308.15,101.3,1513.1,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.213,313.15,101.3,1508.1,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.213,318.15,101.3,1503.1,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
fgfdl,0.213,323.15,101.3,1498.2,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABWiWC,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,
