setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IHlsN,298.15,0,101,805.78,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.1173,101,864.48,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.1893,101,894.63,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.3284,101,943.18,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.4721,101,982.1,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.671,101,1022.1,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.8097,101,1043.9,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,0.9122,101,1058.4,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,298.15,1,101,1069.8,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0,101,798.06,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.1173,101,857.25,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.1893,101,887.64,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.3284,101,936.55,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.4721,101,975.7,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.671,101,1016,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.8097,101,1037.9,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,0.9122,101,1052.4,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,308.15,1,101,1063.9,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0,101,790.21,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.1173,101,850,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.1893,101,880.66,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.3284,101,929.98,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.4721,101,969.4,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.671,101,1010,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.8097,101,1031.9,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,0.9122,101,1046.5,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,318.15,1,101,1058,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0,101,782.16,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.1173,101,842.62,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.1893,101,873.58,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.3284,101,923.36,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.4721,101,963.1,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.671,101,1003.9,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.8097,101,1026,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,0.9122,101,1040.7,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,328.15,1,101,1052.2,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0,101,773.88,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.1173,101,835.19,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.1893,101,866.5,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.3284,101,916.78,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.4721,101,956.9,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.671,101,997.8,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.8097,101,1020,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
IHlsN,338.15,0.9122,101,1034.8,Domanska and Krolikowska (2010b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
