setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GprBm,293.15,0.004,100,1140.9,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.011,100,1142,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.02,100,1142.3,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.029,100,1141.9,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.045,100,1140.9,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.066,100,1139.9,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.077,100,1139.3,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.121,100,1137,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.167,100,1135.4,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.218,100,1131.4,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,293.15,0.24,100,1127.4,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,298.15,0.004,100,1137.8,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,298.15,0.011,100,1138.8,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
GprBm,298.15,0.02,100,1139,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
