setid,"MolaLity of tetraisopentylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wBMWS,0.009072,298.15,101,0.738,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
wBMWS,0.02395,298.15,101,1.924,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
wBMWS,0.0422,298.15,101,3.353,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
wBMWS,0.0588,298.15,101,4.633,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
wBMWS,0.0838,298.15,101,6.523,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
wBMWS,0.11892,298.15,101,9.123,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
wBMWS,0.20976,298.15,101,15.559,Zana et al. (1979),Density,Liquid,ABUonT,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],tetraisopentylammonium bromide,AAHueB,CC#N,acetonitrile,,,
