setid,Weight fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hzifH,0,298.15,101,928.48,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.1384,298.15,101,961.2,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.254,298.15,101,989.2,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.4306,298.15,101,1040.8,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.5721,298.15,101,1082.2,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.6278,298.15,101,1098.3,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.6729,298.15,101,1111.3,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.7159,298.15,101,1123.7,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.751,298.15,101,1133.7,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.7847,298.15,101,1143.3,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.8199,298.15,101,1153.3,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.8756,298.15,101,1169.2,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.9231,298.15,101,1183.8,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,0.9647,298.15,101,1198.3,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hzifH,1,298.15,101,1211,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
