setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vzPaV,293.15,0,101,1003.35,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.1218,101,1084.5,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.1729,101,1110.7,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.2256,101,1134,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.2719,101,1151.9,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.3227,101,1169.4,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.3748,101,1185.1,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.4251,101,1198.6,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.4709,101,1209.6,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.5234,101,1220.9,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.5741,101,1230.8,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.6271,101,1240,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.6713,101,1246.9,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.7217,101,1254.2,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.7742,101,1261,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.8243,101,1267,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.8713,101,1272,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.9114,101,1276,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,0.9339,101,1278.2,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,293.15,1,101,1283.9,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,298.15,0,101,999.007,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,298.15,0.1218,101,1080.1,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,298.15,0.1729,101,1106.3,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
vzPaV,298.15,0.2256,101,1129.8,Sharma and Bhagour (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
