setid,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
amxPe,288.15,0,101,999.1,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.00991,101,999.6,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.01909,101,1000,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.02858,101,1000.4,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.05025,101,1001.3,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.0998,101,1003.2,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.14016,101,1004.8,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.1835,101,1006.4,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.2613,101,1009.3,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.4147,101,1014.7,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,288.15,0.5187,101,1018.1,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0,101,997,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.00861,101,997.5,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.01427,101,997.7,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.0286,101,998.2,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.0488,101,999,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.07487,101,1000,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.107,101,1001.2,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.1387,101,1002.3,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.1893,101,1004.2,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.2201,101,1005.2,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.2572,101,1006.5,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.3246,101,1008.8,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.3709,101,1010.3,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.3946,101,1011,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.5497,101,1015.8,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,298.15,0.9845,101,1027.4,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0,101,994,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.01014,101,994.5,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.02541,101,995.1,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.05177,101,996,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.07534,101,996.9,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.1123,101,998.2,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.1503,101,999.5,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.2532,101,1002.9,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.3017,101,1004.4,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.3975,101,1007.4,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.5497,101,1011.9,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
amxPe,308.15,0.9845,101,1022.8,De Lisi et al. (1984),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
