setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qVBFv,298.2,1326,0.00026,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,298.2,2274,0.000214,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,298.2,3111,0.000182,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,298.2,4167,0.000155,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,298.2,5096,0.000136,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,298.2,6013,0.000122,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,1496,0.000273,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,2888,0.000217,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,4296,0.000177,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,5676,0.000151,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,7005,0.000134,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,8360,0.000114,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,9687,0.000109,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,313.3,11476,0.000105,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,333.2,11469,0.000119,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,333.3,1623,0.000288,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,333.3,2859,0.000241,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
qVBFv,333.3,4256,0.000205,Aki et al. (2004),Density,Liquid,Gas,,22,AAIYzl,O=C=O,carbon dioxide,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
