setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bvLaG,298.15,0.0506,101,946.8,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.104,101,993.2,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.1978,101,1058.6,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.2924,101,1109.8,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.4549,101,1175.2,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.4974,101,1188.9,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.5904,101,1215.2,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.7015,101,1241.5,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.7926,101,1259.8,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.8941,101,1277.6,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,0.9459,101,1285.8,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,298.15,1,101,1293.7,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0,101,888.2,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.0506,101,941,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.104,101,987.6,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.1978,101,1053.4,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.2924,101,1104.9,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.4549,101,1170.5,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.4974,101,1184.2,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.5904,101,1210.7,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.7015,101,1237.2,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.7926,101,1255.6,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.8941,101,1273.8,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,0.9459,101,1282,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
bvLaG,303.15,1,101,1289.6,Pereiro and Rodriguez (2008b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
