setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MvAsW,298.15,100,0,786.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.0516,878.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.1001,948.7,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.2004,1058.6,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.2936,1133.4,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.3991,1197.9,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.4994,1245.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.6018,1285,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.6992,1315.5,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.7899,1338.8,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
MvAsW,298.15,100,0.8994,1363.1,Hauk et al. (2022),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
