setid,"Mole fraction of 2,2,2-trifluoroethanol","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wANpr,0,293.15,96.7,1103.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,298.15,96.7,1100,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,303.15,96.7,1097.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,308.15,96.7,1094.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,313.15,96.7,1091,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,318.15,96.7,1088,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,323.15,96.7,1085.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,328.15,96.7,1082.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0,333.15,96.7,1079.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,293.15,96.7,1110.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,298.15,96.7,1107.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,303.15,96.7,1104,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,308.15,96.7,1100.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,313.15,96.7,1097.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,318.15,96.7,1094.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,323.15,96.7,1091.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,328.15,96.7,1088.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.048,333.15,96.7,1085.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,293.15,96.7,1117.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,298.15,96.7,1114.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,303.15,96.7,1111.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,308.15,96.7,1108.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,313.15,96.7,1105.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,318.15,96.7,1102,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,323.15,96.7,1098.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,328.15,96.7,1095.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.103,333.15,96.7,1092.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,293.15,96.7,1134,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,298.15,96.7,1130.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,303.15,96.7,1127.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,308.15,96.7,1123.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,313.15,96.7,1120.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,318.15,96.7,1117.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,323.15,96.7,1114,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,328.15,96.7,1110.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.204,333.15,96.7,1107.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,293.15,96.7,1152.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,298.15,96.7,1148.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,303.15,96.7,1145.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,308.15,96.7,1141.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,313.15,96.7,1138.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
