setid,"Mole fraction of 2,2,2-trifluoroethanol","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wANpr,0.298,318.15,96.7,1134.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,323.15,96.7,1131.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,328.15,96.7,1127.8,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.298,333.15,96.7,1124.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,293.15,96.7,1173.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,298.15,96.7,1169.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,303.15,96.7,1165.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,308.15,96.7,1162.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,313.15,96.7,1158.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,318.15,96.7,1154.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,323.15,96.7,1150.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,328.15,96.7,1147.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.402,333.15,96.7,1143.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,293.15,96.7,1225.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,298.15,96.7,1221,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,303.15,96.7,1216.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,308.15,96.7,1212,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,313.15,96.7,1207.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,318.15,96.7,1203.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,323.15,96.7,1198.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,328.15,96.7,1194.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.603,333.15,96.7,1189.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,293.15,96.7,1296.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,298.15,96.7,1291.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,303.15,96.7,1285.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,308.15,96.7,1280.3,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,313.15,96.7,1274.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,318.15,96.7,1269.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,323.15,96.7,1263.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,328.15,96.7,1258.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,0.801,333.15,96.7,1252.7,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,293.15,96.7,1390.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,298.15,96.7,1382.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,303.15,96.7,1373.9,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,308.15,96.7,1365.2,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,313.15,96.7,1356.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,318.15,96.7,1347.5,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,323.15,96.7,1338.4,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,328.15,96.7,1329.1,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
wANpr,1,333.15,96.7,1319.6,Yang et al. (2023c),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
