setid,"Temperature, K","Solvent: MolaLity of N-dodecyl-N,N-dimethylbenzenemethanaminium chloride, mol/kg","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bLwgw,293.15,0.08,0,101,1001.8,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.01991,101,1002.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.03985,101,1004,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.0594,101,1005.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.0798,101,1006.2,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.0992,101,1007.3,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.1189,101,1008.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.1391,101,1009.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.1594,101,1010.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.1784,101,1011.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,293.15,0.08,0.1999,101,1012.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0,101,999.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.01977,101,1000.8,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.04001,101,1001.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.0592,101,1003,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.0799,101,1004.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.0984,101,1005.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.1193,101,1006.3,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.1389,101,1007.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.1578,101,1008.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.1789,101,1009.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.04,0.1998,101,1010.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0,101,999.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.01991,101,1000.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.03985,101,1001.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.0594,101,1002.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.0798,101,1003.8,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.0992,101,1004.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.1189,101,1005.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.1391,101,1007,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.1594,101,1008.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.1784,101,1009.2,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,298.15,0.08,0.1999,101,1010.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0,101,996.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.01977,101,998,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.04001,101,999.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.0592,101,1000.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.0799,101,1001.3,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.0984,101,1002.3,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.1193,101,1003.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.1389,101,1004.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.1578,101,1005.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.1789,101,1006.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.04,0.1998,101,1007.8,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0,101,996.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.01991,101,997.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.03985,101,998.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.0594,101,999.8,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.0798,101,1000.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.0992,101,1001.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.1189,101,1003,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.1391,101,1004.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.1594,101,1005.2,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.1784,101,1006.2,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,303.15,0.08,0.1999,101,1007.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0,101,993.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.01977,101,994.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.04001,101,995.8,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.0592,101,996.9,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.0799,101,998,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.0984,101,999,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.1193,101,1000.1,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.1389,101,1001.2,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.1578,101,1002.2,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.1789,101,1003.3,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.04,0.1998,101,1004.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0,101,993.3,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0.01991,101,994.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0.03985,101,995.4,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0.0594,101,996.5,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0.0798,101,997.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0.0992,101,998.6,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
bLwgw,308.15,0.08,0.1189,101,999.7,Yan et al. (2019),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
