setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BJxeX,313.15,0.4305,0.3754,100,1173.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.4618,0.3267,100,1183.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.496,0.2734,100,1193.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.5316,0.2476,100,1202.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.5682,0.2221,100,1210.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.6098,0.1706,100,1219.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.6369,0.1591,100,1225.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.6778,0.1324,100,1233.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.7035,0.1252,100,1238.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.7318,0.1042,100,1243,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.7659,0.0894,100,1248.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,313.15,0.7913,0.0731,100,1251.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.0301,0.9323,100,823.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.0687,0.8807,100,887.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.1,0.8406,100,932.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.1345,0.7959,100,975.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.1613,0.7595,100,1005.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.1948,0.7145,100,1037.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.2336,0.6624,100,1069.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.2747,0.6065,100,1098,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.3079,0.5593,100,1117.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.3344,0.5196,100,1131,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.3634,0.476,100,1144.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.3953,0.4282,100,1157,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.4305,0.3754,100,1169.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.4618,0.3267,100,1179.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.496,0.2734,100,1188.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.5316,0.2476,100,1198.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.5682,0.2221,100,1206.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.6098,0.1706,100,1215.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.6369,0.1591,100,1221.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.6778,0.1324,100,1229.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.7035,0.1252,100,1234,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.7318,0.1042,100,1238.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.7659,0.0894,100,1244.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,318.15,0.7913,0.0731,100,1247.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.0301,0.9323,100,817.7,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.0687,0.8807,100,882.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.1,0.8406,100,927.3,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.1345,0.7959,100,970.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.1613,0.7595,100,1000.4,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.1948,0.7145,100,1032.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.2336,0.6624,100,1065.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.2747,0.6065,100,1093.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.3079,0.5593,100,1113,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.3344,0.5196,100,1126.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.3634,0.476,100,1139.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.3953,0.4282,100,1152.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.4305,0.3754,100,1165.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.4618,0.3267,100,1175.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.496,0.2734,100,1184.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.5316,0.2476,100,1193.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.5682,0.2221,100,1202.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.6098,0.1706,100,1211.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.6369,0.1591,100,1217.2,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.6778,0.1324,100,1225.1,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.7035,0.1252,100,1229.8,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.7318,0.1042,100,1234.6,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.7659,0.0894,100,1239.9,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
BJxeX,323.15,0.7913,0.0731,100,1243.5,Fatima et al. (2018b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate
