setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
blIcy,298.15,0,101,1237.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.1619,101,1208.1,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.2104,101,1197.9,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.336,101,1167.4,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.5159,101,1111.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.7298,101,1015.5,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.8046,101,970,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.8894,101,907.7,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.9401,101,862.5,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,0.9727,101,829.8,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,298.15,1,101,799.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0,101,1227.5,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.1619,101,1197.9,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.2104,101,1187.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.336,101,1157.1,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.5159,101,1100.8,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.7298,101,1004.4,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.8046,101,958.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.8894,101,895.9,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.9401,101,850.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,0.9727,101,817.8,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,313.15,1,101,787.4,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0,101,1217.5,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0.1619,101,1187.6,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0.2104,101,1177.3,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0.336,101,1146.7,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0.5159,101,1090.2,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0.7298,101,993.2,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
blIcy,328.15,0.8046,101,947.2,Gonzalez et al. (2007),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
