setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FfNSS,100,293.15,1248,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,298.15,1244.8,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,303.15,1241.8,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,308.15,1238.9,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,313.15,1236.1,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,318.15,1233.3,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,323.15,1230.5,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,328.15,1227.7,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,333.15,1224.9,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,338.15,1222.2,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,343.15,1219.5,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,348.15,1216.8,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
FfNSS,100,353.15,1214.1,Lee et al. (2016),Density,Liquid,ABIsdK,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,"2-hydroxy-N,N,N-trimethylethanaminium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate",,,,,,
