setid,"Temperature, K","MolaLity of benzyldimethylammonium propionate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KRxLL,298.15,0.10215,101.3,1091.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.18727,101.3,1088.98,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.28834,101.3,1085.86,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.35024,101.3,1084.11,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.45766,101.3,1081.24,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.55297,101.3,1078.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.64516,101.3,1076.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0.72159,101.3,1075.29,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0,101.3,1090.37,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.10215,101.3,1086.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.18727,101.3,1083.99,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.28834,101.3,1080.87,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.35024,101.3,1079.13,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.45766,101.3,1076.25,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.55297,101.3,1073.79,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.64516,101.3,1071.79,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,303.15,0.72159,101.3,1070.28,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0,101.3,1085.35,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.10215,101.3,1081.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.18727,101.3,1078.99,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.28834,101.3,1075.88,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.35024,101.3,1074.14,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.45766,101.3,1071.26,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.55297,101.3,1068.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.64516,101.3,1066.79,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,308.15,0.72159,101.3,1065.28,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0,101.3,1080.33,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.10215,101.3,1076.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.18727,101.3,1074,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.28834,101.3,1070.9,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.35024,101.3,1069.15,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.45766,101.3,1066.28,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.55297,101.3,1063.81,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.64516,101.3,1061.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,313.15,0.72159,101.3,1060.28,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0,101.3,1075.31,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.10215,101.3,1071.79,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.18727,101.3,1069,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.28834,101.3,1065.91,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.35024,101.3,1064.16,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.45766,101.3,1061.29,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.55297,101.3,1058.83,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.64516,101.3,1056.81,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,318.15,0.72159,101.3,1055.29,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0,101.3,1070.29,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.10215,101.3,1066.79,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.18727,101.3,1064.01,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.28834,101.3,1060.92,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.35024,101.3,1059.18,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.45766,101.3,1056.3,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.55297,101.3,1053.85,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.64516,101.3,1051.83,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,323.15,0.72159,101.3,1050.3,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0,101.3,1065.26,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.10215,101.3,1061.78,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.18727,101.3,1059.02,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.28834,101.3,1055.94,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.35024,101.3,1054.2,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.45766,101.3,1051.32,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.55297,101.3,1048.87,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.64516,101.3,1046.85,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,328.15,0.72159,101.3,1045.32,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
