setid,"Temperature, K","MolaLity of benzyldimethylammonium propionate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KRxLL,293.15,0,101.3,1100.41,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.10215,101.3,1096.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.18727,101.3,1093.97,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.28834,101.3,1090.86,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.35024,101.3,1089.11,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.45766,101.3,1086.24,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.55297,101.3,1083.8,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.64516,101.3,1081.81,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,293.15,0.72159,101.3,1080.32,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
KRxLL,298.15,0,101.3,1095.39,Keshapolla and Gardas (2014),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAoMxN,CCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium propionate,,,
