setid,"MolaLity of propan-2-ol, mol/kg","Solvent: MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aOuzH,0.06413,0.6043,101,298,-0.83,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.07044,0.7937,101,298,-0.936,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.07147,0.09135,101,298,-0.834,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1113,0.3202,101,298,-1.376,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1126,0.1649,101,298,-1.342,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1176,0.09135,101,298,-1.367,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1211,0.02015,101,298,-1.372,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1232,0.0281,101,298,-1.4,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1236,0.05897,101,298,-1.418,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1239,0.1838,101,298,-1.484,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.124,0.6715,101,298,-1.616,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1257,0.2414,101,298,-1.521,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1273,0.2179,101,298,-1.526,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1293,0.1435,101,298,-1.528,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1298,0.01224,101,298,-1.465,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1369,0.121,101,298,-1.6,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1777,0.6043,101,298,-2.271,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.192,0.1838,101,298,-2.268,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1946,0.4663,101,298,-2.422,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.1988,0.1649,101,298,-2.325,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2004,0.3202,101,298,-2.443,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2075,0.2414,101,298,-2.468,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2094,0.1435,101,298,-2.436,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2124,0.6715,101,298,-2.733,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2139,0.01224,101,298,-2.385,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2139,0.02015,101,298,-2.382,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2152,0.05897,101,298,-2.425,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2192,0.0281,101,298,-2.449,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2197,0.121,101,298,-2.532,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2215,0.09135,101,298,-2.528,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2276,0.7937,101,298,-2.973,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2583,0.1838,101,298,-3.018,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2608,0.6043,101,298,-3.277,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2778,0.1649,101,298,-3.214,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2818,0.0281,101,298,-3.117,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2865,0.4663,101,298,-3.505,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2956,0.09135,101,298,-3.331,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.297,0.02015,101,298,-3.262,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.2972,0.2179,101,298,-3.459,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3037,0.05897,101,298,-3.529,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3046,0.6715,101,298,-3.869,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3112,0.1435,101,298,-3.554,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.314,0.01224,101,298,-3.432,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.315,0.2414,101,298,-3.677,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.321,0.121,101,298,-3.636,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3381,0.7937,101,298,-4.34,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3484,0.6043,101,298,-4.34,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3569,0.3202,101,298,-4.24,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3811,0.0281,101,298,-4.149,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3893,0.2179,101,298,-4.476,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3952,0.2414,101,298,-4.558,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.3961,0.1649,101,298,-4.49,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4004,0.01224,101,298,-4.309,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.401,0.09135,101,298,-4.441,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4022,0.1838,101,298,-4.587,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4237,0.1435,101,298,-4.771,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4379,0.4663,101,298,-5.258,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4383,0.7937,101,298,-5.57,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4453,0.05897,101,298,-4.836,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4568,0.6043,101,298,-5.614,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4629,0.6715,101,298,-5.755,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4735,0.1838,101,298,-5.344,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.4992,0.1435,101,298,-5.541,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.5043,0.01224,101,298,-5.338,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
aOuzH,0.6009,0.1649,101,298,-6.602,De Lisi et al. (1990c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
