setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sIsWr,283.15,0.03998,100,1130.7,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.08994,100,1141.3,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.1905,100,1157.6,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.28648,100,1168.8,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.37675,100,1177,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.4983,100,1186.1,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.58139,100,1191.5,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.69451,100,1198.1,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.79581,100,1203.1,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.89506,100,1207.7,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,283.15,0.95768,100,1210.5,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,293.15,0.03998,100,1123.5,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,293.15,0.08994,100,1133.9,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,293.15,0.1905,100,1150,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,293.15,0.28648,100,1161.1,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
sIsWr,293.15,0.37675,100,1169.3,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
