setid,"Temperature, K",Mole fraction of 1-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NQPII,303.15,0.05,101,832.29,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.1008,101,870.63,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.1994,101,926.72,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.2997,101,965.05,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.4,101,993.18,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.4979,101,1013.77,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.651,101,1037.58,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,303.15,0.8011,101,1054.54,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.05,101,827.39,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.1008,101,865.7,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.1994,101,921.83,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.2997,101,960.22,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.4,101,988.42,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.4979,101,1009.07,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.651,101,1032.97,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.8011,101,1050,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,308.15,0.9012,101,1058.86,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.05,101,822.47,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.1008,101,860.74,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.1994,101,916.92,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.2997,101,955.37,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.4,101,983.63,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.4979,101,1004.35,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.651,101,1028.34,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.8011,101,1045.45,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
NQPII,313.15,0.9012,101,1054.36,Qian et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
