setid,"Temperature, K","MolaLity of tetrabutylphosphonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ImDSt,288.15,0,101,807.448,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.008229,101,808.063,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.01006,101,808.2,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.01526,101,808.58,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.02043,101,808.96,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.02524,101,809.318,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.03024,101,809.68,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.03749,101,810.212,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.05294,101,811.322,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.06813,101,812.403,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
ImDSt,288.15,0.0867,101,813.75,Krakowiak and Grzybkowski (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
