setid,"Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yssdd,0,100,298.15,936.357,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.04193,100,298.15,938.119,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.05635,100,298.15,938.706,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.07337,100,298.15,939.396,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.08952,100,298.15,940.054,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.1092,100,298.15,940.847,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.1467,100,298.15,942.353,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.1896,100,298.15,944.014,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
yssdd,0.2349,100,298.15,945.826,Krakowiak and Grzybkowski (1999),Density,Liquid,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
