setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LElgE,0,298.15,100,786.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0,303.15,100,781.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0,308.15,100,777,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0,313.15,100,772.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.1117,298.15,100,892.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.1117,303.15,100,888,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.1117,308.15,100,883.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.1117,313.15,100,879.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.2128,298.15,100,963.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.2128,303.15,100,959.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
