setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LElgE,0.2128,308.15,100,955.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.2128,313.15,100,951.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.3714,298.15,100,1046,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.3714,303.15,100,1042.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.3714,308.15,100,1038.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.3714,313.15,100,1034.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.4263,298.15,100,1068.5,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.4263,303.15,100,1064.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.4263,308.15,100,1061,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.4263,313.15,100,1057.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.5115,298.15,100,1099.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.5115,303.15,100,1095.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.5115,308.15,100,1091.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.5115,313.15,100,1088,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.6345,298.15,100,1135.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.6345,303.15,100,1132.2,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.6345,308.15,100,1128.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.6345,313.15,100,1125,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.7161,298.15,100,1156.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.7161,303.15,100,1152.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.7161,308.15,100,1149.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.7161,313.15,100,1145.8,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.8065,298.15,100,1176.5,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.8065,303.15,100,1173,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.8065,308.15,100,1169.6,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.8065,313.15,100,1166.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.9072,298.15,100,1196,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.9072,303.15,100,1192.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.9072,308.15,100,1189.3,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,0.9072,313.15,100,1185.9,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,1,298.15,100,1212.1,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,1,303.15,100,1208.7,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,1,308.15,100,1205.4,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
LElgE,1,313.15,100,1202,Bhanuprakash et al. (2020),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AANPWF,CCCC#N,butanenitrile,,,
