setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bglri,278.15,0,101.3,818.33,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.00499,101.3,818.45,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.01095,101.3,818.58,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.02067,101.3,818.79,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.03271,101.3,819.04,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.04014,101.3,819.19,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.05027,101.3,819.38,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.06262,101.3,819.62,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.07518,101.3,819.85,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,278.15,0.10563,101.3,820.39,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0,101.3,814.45,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.00499,101.3,814.57,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.01095,101.3,814.71,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.02067,101.3,814.93,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.03271,101.3,815.19,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.04014,101.3,815.31,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.05027,101.3,815.51,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.06262,101.3,815.73,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.07518,101.3,815.94,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,283.15,0.10563,101.3,816.43,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0,101.3,810.5,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.00499,101.3,810.63,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.01095,101.3,810.77,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.02067,101.3,810.98,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.03271,101.3,811.25,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.04014,101.3,811.4,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.05027,101.3,811.6,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.06262,101.3,811.83,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.07518,101.3,812.06,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,288.15,0.10563,101.3,812.55,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0,101.3,806.47,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.00499,101.3,806.6,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.01095,101.3,806.73,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.02067,101.3,806.94,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.03271,101.3,807.19,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.04014,101.3,807.33,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.05027,101.3,807.51,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.06262,101.3,807.71,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.07518,101.3,807.91,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,293.15,0.10563,101.3,808.33,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0,101.3,802.35,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.00499,101.3,802.48,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.01095,101.3,802.62,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.02067,101.3,802.82,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.03271,101.3,803.05,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.04014,101.3,803.21,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.05027,101.3,803.39,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
bglri,298.15,0.06262,101.3,803.6,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
