setid,"Temperature, K",Mole fraction of 1-butyl-2-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ufLwe,298.15,0.0502,101,1066.3,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.101,101,1102.2,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.1517,101,1124.1,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.1998,101,1138.5,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.2833,101,1155.5,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.3386,101,1163.5,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.41,101,1171.5,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.5112,101,1180.1,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.573,101,1184.3,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.643,101,1188.3,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.7102,101,1191.7,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.7636,101,1194,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.85,101,1197.32,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.8992,101,1198.97,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,298.15,0.9259,101,1199.93,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.0497,101,1053.7,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.1001,101,1087.8,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.1492,101,1108.6,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.2049,101,1125.1,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.2941,101,1142.8,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.3827,101,1154.5,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.4388,101,1160.2,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.5011,101,1165.6,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.5806,101,1171,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.6486,101,1175.1,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.7075,101,1177.9,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.7797,101,1181,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.8578,101,1184.06,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
ufLwe,318.15,0.9306,101,1186.72,Navas et al. (2009),Density,Liquid,AADYJk,O,water,AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
