setid,"Temperature, K",Mole fraction of butylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UDfqr,298.15,0.0977,101.3,829.52,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.198,101.3,853.76,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.3002,101.3,874.1,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.4021,101.3,891.19,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.497,101.3,904.94,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.6487,101.3,923.74,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.799,101.3,939.27,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.8981,101.3,948.25,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.0315,101.3,806.12,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.0601,101.3,814.95,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.0977,101.3,825.63,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.198,101.3,850,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.3002,101.3,870.46,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.4021,101.3,887.65,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.497,101.3,901.48,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.6487,101.3,920.37,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.799,101.3,936.01,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,303.15,0.8981,101.3,945.03,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.0315,101.3,802.09,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.0601,101.3,810.95,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.0977,101.3,821.7,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.198,101.3,846.22,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.3002,101.3,866.8,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.4021,101.3,884.1,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.497,101.3,898.01,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.6487,101.3,917,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.799,101.3,932.73,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,308.15,0.8981,101.3,941.83,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.0315,101.3,798.01,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.0601,101.3,806.91,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.0977,101.3,817.72,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.198,101.3,842.42,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.3002,101.3,863.11,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.4021,101.3,880.52,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.497,101.3,894.53,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.6487,101.3,913.6,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.799,101.3,929.43,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,313.15,0.8981,101.3,938.61,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
