setid,"Temperature, K",Mole fraction of butylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UDfqr,293.15,0.0315,101.3,814.1,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.0601,101.3,822.82,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.0977,101.3,833.38,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.198,101.3,857.48,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.3002,101.3,877.71,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.4021,101.3,894.7,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.497,101.3,908.39,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.6487,101.3,927.09,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.799,101.3,942.52,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,293.15,0.8981,101.3,951.47,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.0315,101.3,810.13,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
UDfqr,298.15,0.0601,101.3,818.91,Xu et al. (2012b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
