setid,"Temperature, K",Mole fraction of 1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xKJqs,288.15,1,101,1361.87,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0,101,781.96,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.1001,101,951.35,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.2005,101,1066.65,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.3,101,1147.21,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.399,101,1205.71,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.4996,101,1250.94,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.598,101,1284.65,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.6975,101,1309.39,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.7983,101,1329.59,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,0.8987,101,1345.56,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,293.15,1,101,1358.01,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0,101,776.81,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.1001,101,946.7,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.2005,101,1062.39,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.3,101,1143.75,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.399,101,1202.44,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.4996,101,1247.82,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.598,101,1281.87,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.6975,101,1306.86,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.7983,101,1326.45,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,0.8987,101,1342.29,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,298.15,1,101,1353.93,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0,101,771.18,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.1001,101,942.07,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.2005,101,1058.14,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.3,101,1140.16,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.399,101,1199.01,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.4996,101,1244.56,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.598,101,1278.78,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.6975,101,1304.21,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.7983,101,1323.16,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,0.8987,101,1338.72,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,303.15,1,101,1349.74,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0,101,765.73,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.1001,101,937.15,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.2005,101,1053.95,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.3,101,1136.62,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.399,101,1195.71,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.4996,101,1241.56,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.598,101,1276.06,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.6975,101,1301.6,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.7983,101,1320.08,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,0.8987,101,1335.2,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,308.15,1,101,1345.68,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0,101,760.25,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.1001,101,932.38,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.2005,101,1049.77,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.3,101,1133.08,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.399,101,1192.39,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.4996,101,1238.46,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.598,101,1273.05,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.6975,101,1298.99,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.7983,101,1316.86,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,0.8987,101,1331.71,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,313.15,1,101,1341.61,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0,101,754.72,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.1001,101,927.61,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.2005,101,1045.51,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.3,101,1129.6,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.399,101,1189.13,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.4996,101,1235.47,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.598,101,1270.28,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.6975,101,1296.48,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.7983,101,1313.72,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,0.8987,101,1328.25,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,318.15,1,101,1337.63,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0,101,749.16,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.1001,101,922.9,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.2005,101,1041.17,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.3,101,1125.84,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.399,101,1185.65,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.4996,101,1232.2,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.598,101,1267.14,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.6975,101,1293.59,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.7983,101,1310.55,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,0.8987,101,1324.47,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
xKJqs,323.15,1,101,1333.34,Wang et al. (2023b),Density,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
