setid,Mole fraction of ethyl acetate,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NTpnk,0.6908,0.125,101,298.15,1122.4,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6933,0.2448,101,298.15,980.58,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6947,0.0925,101,298.15,1146.43,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6956,0.183,101,298.15,1058.77,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.6967,0.2132,101,298.15,1020.31,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.7051,0.026,101,298.15,1187.25,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.707,0.1477,101,298.15,1084.84,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.7708,0.2059,101,298.15,921,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.7818,0.0882,101,298.15,1068.87,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.7923,0.1658,101,298.15,953.65,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.7971,0.0615,101,298.15,1080.85,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.7989,0.1414,101,298.15,981.04,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8009,0.0405,101,298.15,1097.94,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.802,0.1191,101,298.15,1007.98,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8023,0.0997,101,298.15,1032.1,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.804,0.0173,101,298.15,1116.32,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8229,0.1591,101,298.15,914.87,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8644,0.0953,101,298.15,954.18,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8887,0.045,101,298.15,993.31,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8911,0.0549,101,298.15,975.94,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8938,0.0216,101,298.15,1017.32,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.8998,0.08,101,298.15,923.41,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.9014,0.0299,101,298.15,996.89,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.9023,0.0086,101,298.15,1023.1,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
NTpnk,0.9051,0.0571,101,298.15,952.5,Andreatta et al. (2010b),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
