setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ylCyR,0.2049,313.15,101,968.21,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2049,323.15,101,959.58,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2049,333.15,101,950.94,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2049,343.15,101,942.3,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,293.15,101,1027.85,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,298.15,101,1023.73,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,303.15,101,1019.62,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,313.15,101,1011.43,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,323.15,101,1003.26,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,333.15,101,995.11,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2948,343.15,101,986.97,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,293.15,101,1063.55,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,298.15,101,1059.63,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,303.15,101,1055.7,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,313.15,101,1047.89,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,323.15,101,1040.1,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,333.15,101,1032.35,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4066,343.15,101,1024.63,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,293.15,101,1077.62,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,298.15,101,1073.77,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,303.15,101,1069.92,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,313.15,101,1062.25,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,323.15,101,1054.62,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,333.15,101,1047.02,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.4616,343.15,101,1039.47,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,293.15,101,1099.3,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,298.15,101,1095.63,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,303.15,101,1091.91,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,313.15,101,1084.5,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,323.15,101,1077.12,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,333.15,101,1069.78,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.5697,343.15,101,1062.47,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,293.15,101,1113.67,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,298.15,101,1110.03,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,303.15,101,1106.39,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,313.15,101,1099.13,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,323.15,101,1091.91,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,333.15,101,1084.72,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.6626,343.15,101,1077.56,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,293.15,101,1131.67,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,298.15,101,1128.14,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,303.15,101,1124.59,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,313.15,101,1117.53,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,323.15,101,1110.51,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,333.15,101,1103.52,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.8083,343.15,101,1096.57,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,293.15,101,1141.51,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,298.15,101,1138.01,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,303.15,101,1134.52,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,313.15,101,1127.58,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,323.15,101,1120.69,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,333.15,101,1113.82,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.9044,343.15,101,1107.03,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,293.15,101,1148.81,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,298.15,101,1145.29,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,303.15,101,1141.85,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,313.15,101,1135.04,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,323.15,101,1128.24,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,333.15,101,1121.48,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,1,343.15,101,1114.75,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
