setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ylCyR,0,293.15,101,781.95,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0,298.15,101,776.55,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0,303.15,101,771.13,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0,313.15,101,760.18,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0,323.15,101,749.11,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0,333.15,101,737.86,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0,343.15,101,726.43,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,293.15,101,912.51,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,298.15,101,907.82,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,303.15,101,903.11,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,313.15,101,893.68,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,323.15,101,884.23,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,333.15,101,874.72,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.104,343.15,101,865.17,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2049,293.15,101,985.51,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2049,298.15,101,981.18,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ylCyR,0.2049,303.15,101,976.86,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
