setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MgRRK,303.15,0.8459,101,1166.24,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,303.15,0.8947,101,1170.73,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,303.15,0.9465,101,1175.06,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.0477,101,858.74,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.0958,101,918.89,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.2055,101,1005.4,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.2889,101,1046.65,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.3846,101,1080.32,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.4866,101,1106.46,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.589,101,1126.23,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.7073,101,1143.72,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.7963,101,1154.18,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.8459,101,1159.23,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.8947,101,1163.73,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,313.15,0.9465,101,1168.07,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.0477,101,849.6,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.0958,101,910.02,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.2055,101,997.15,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.2889,101,1038.82,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.3846,101,1072.88,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.4866,101,1099.31,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.589,101,1119.29,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.7073,101,1136.94,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.7963,101,1147.48,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.8459,101,1152.56,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.8947,101,1157.09,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
MgRRK,323.15,0.9465,101,1161.45,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
