setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Nozrf,298.15,0.00503,100,997.1,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.01002,100,997.2,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.01998,100,997.4,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.02995,100,997.5,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.03998,100,997.7,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.04997,100,997.9,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.05995,100,998,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.07506,100,998.3,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,298.15,0.10001,100,998.7,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.00503,100,995.7,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.01002,100,995.8,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.01998,100,996,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.02995,100,996.1,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.03998,100,996.3,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.04997,100,996.5,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.05995,100,996.6,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.07506,100,996.9,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,303.15,0.10001,100,997.2,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.00503,100,994.1,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.01002,100,994.2,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.01998,100,994.3,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.02995,100,994.5,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.03998,100,994.7,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.04997,100,994.8,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.05995,100,995,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.07506,100,995.2,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,308.15,0.10001,100,995.6,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.00503,100,992.3,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.01002,100,992.4,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.01998,100,992.5,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.02995,100,992.7,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.03998,100,992.8,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.04997,100,993,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.05995,100,993.2,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.07506,100,993.4,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
Nozrf,313.15,0.10001,100,993.8,Tomas et al. (2018),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
