setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-pyrrolidinone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JXGtV,293.15,0.0959,0.8091,100,1131.3,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.1123,0.7921,100,1136.6,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.1232,0.7656,100,1138.6,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.1445,0.7338,100,1143.6,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.2021,0.6766,100,1159.3,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.2211,0.6456,100,1163.6,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.2656,0.5898,100,1173.5,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.2882,0.5514,100,1177.4,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.3221,0.4965,100,1183.3,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.3422,0.4667,100,1187,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.3864,0.4268,100,1196.7,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.4189,0.3978,100,1203.4,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.4777,0.3435,100,1214.3,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.5234,0.2998,100,1221.6,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.5476,0.2795,100,1225.5,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.5717,0.2588,100,1229,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
JXGtV,293.15,0.5845,0.2478,100,1230.7,Sharma et al. (2015a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
