setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uekHI,298.15,0,100,960.3,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.0966,100,1098.1,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.1943,100,1189,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.2887,100,1250.6,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.3979,100,1302.7,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.4792,100,1332.8,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.5943,100,1365.9,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.6753,100,1384.5,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.8101,100,1409.8,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
uekHI,298.15,0.8849,100,1421.5,Ghanta et al. (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
