setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gNNSF,293.15,0.1003,100,1144.6,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.1982,100,1165.7,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.2999,100,1181.6,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.4002,100,1195.7,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.5005,100,1206.5,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.5992,100,1215.5,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.6994,100,1223.1,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.8001,100,1229.7,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,293.15,0.8993,100,1237.5,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.1003,100,1141,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.1982,100,1162.1,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.2999,100,1178,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.4002,100,1192.1,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.5005,100,1203.1,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.5992,100,1212.1,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.6994,100,1219.6,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.8001,100,1226.2,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,298.15,0.8993,100,1234,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,303.15,0.1003,100,1137.5,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,303.15,0.1982,100,1158.6,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,303.15,0.2999,100,1174.5,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,303.15,0.4002,100,1188.6,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
gNNSF,303.15,0.5005,100,1199.6,Altun et al. (2023),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALwIY,OCCO,"1,2-ethanediol",,,
