setid,"Temperature, K","MolaLity of 1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cqsMj,293.15,0,101.3,1011.28,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.04,101.3,1016.71,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.05,101.3,1018.18,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.0785,101.3,1022,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.1196,101.3,1027.55,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.2007,101.3,1037.66,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.2481,101.3,1043.34,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.2882,101.3,1048.05,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.4013,101.3,1060.64,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.4503,101.3,1065.82,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,293.15,0.4856,101.3,1069.49,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,298.15,0,101.3,1006.66,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,298.15,0.04,101.3,1012.08,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,298.15,0.05,101.3,1013.53,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,298.15,0.0785,101.3,1017.4,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,298.15,0.1196,101.3,1022.93,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
cqsMj,298.15,0.2007,101.3,1033.04,Fu et al. (2021),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
