setid,"Temperature, K","MolaLity of methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iPqLA,303.15,2.9994,101,1025.5,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.0193,101,885.3,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.0434,101,888.3,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.0692,101,891.3,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.1377,101,899.1,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.2691,101,912.4,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.4006,101,924,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.6119,101,939.7,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,0.8299,101,953.3,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,1.0059,101,962.6,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,1.2799,101,974.8,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,2.1321,101,1001.9,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,308.15,2.9994,101,1019.5,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.0193,101,878.9,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.0434,101,882,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.0692,101,885,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.1377,101,892.9,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.2691,101,906.5,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.4006,101,918.3,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.6119,101,934.5,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,0.8299,101,948.4,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,1.0059,101,957.9,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,1.2799,101,970.2,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,2.1321,101,997,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
iPqLA,313.15,2.9994,101,1013.8,Bahadur and Deenadayalu (2013),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
