setid,"Temperature, K","Mole fraction of 1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ikPqf,328.15,0,101.3,1166.94,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.1001,101.3,1243.26,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.2007,101.3,1297.05,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.3096,101.3,1339.54,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.3983,101.3,1366.2,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.5126,101.3,1393.6,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.5825,101.3,1407.53,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.7004,101.3,1427.02,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.8032,101.3,1441.2,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,0.8903,101.3,1451.5,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,328.15,1,101.3,1462.72,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0,101.3,1161.64,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.1001,101.3,1238.07,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.2007,101.3,1291.95,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.3096,101.3,1334.52,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.3983,101.3,1361.24,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.5126,101.3,1388.69,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.5825,101.3,1402.65,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.7004,101.3,1422.19,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.8032,101.3,1436.4,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,0.8903,101.3,1446.72,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,333.15,1,101.3,1457.97,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0,101.3,1156.34,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.1001,101.3,1232.9,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.2007,101.3,1286.86,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.3096,101.3,1329.51,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.3983,101.3,1356.28,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.5126,101.3,1383.79,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.5825,101.3,1397.79,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.7004,101.3,1417.36,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.8032,101.3,1431.6,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,0.8903,101.3,1441.94,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,338.15,1,101.3,1453.23,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0,101.3,1151.03,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.1001,101.3,1227.72,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.2007,101.3,1281.78,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.3096,101.3,1324.51,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.3983,101.3,1351.34,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.5126,101.3,1378.89,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.5825,101.3,1392.93,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.7004,101.3,1412.55,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.8032,101.3,1426.82,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,0.8903,101.3,1437.18,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,343.15,1,101.3,1448.5,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0,101.3,1145.73,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.1001,101.3,1222.55,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.2007,101.3,1276.71,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.3096,101.3,1319.52,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.3983,101.3,1346.4,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.5126,101.3,1374.01,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.5825,101.3,1388.08,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.7004,101.3,1407.74,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.8032,101.3,1422.05,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,0.8903,101.3,1432.44,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ikPqf,348.15,1,101.3,1443.79,Liu et al. (2021a),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AATgdC,CC1COC(=O)O1,propylene carbonate,,,
