setid,"Temperature, K",Mole fraction of diethylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yPuHI,298.15,0.35,100.9,997,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,298.15,0.549,100.9,982,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,298.15,0.708,100.9,969,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,298.15,0.835,100.9,961,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,298.15,1,100.9,946,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0,100.9,995.64,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.015,100.9,999,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.055,100.9,1010,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.119,100.9,1015,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.168,100.9,1014,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.24,100.9,1006,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.35,100.9,994,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.549,100.9,979,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.708,100.9,965,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,0.835,100.9,958,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,303.15,1,100.9,943,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0,100.9,994.02,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.015,100.9,998,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.055,100.9,1008,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.119,100.9,1012,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.168,100.9,1010,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.24,100.9,1003,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.35,100.9,990,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.549,100.9,976,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.708,100.9,962,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,0.835,100.9,954,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,308.15,1,100.9,939,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0,100.9,992.21,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.015,100.9,996,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.055,100.9,1005,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.119,100.9,1009,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.168,100.9,1007,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.24,100.9,1000,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.35,100.9,987,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.549,100.9,973,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.708,100.9,958,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,0.835,100.9,951,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,313.15,1,100.9,936,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0,100.9,990.21,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.015,100.9,994,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.055,100.9,1002,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.119,100.9,1006,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.168,100.9,1004,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.24,100.9,997,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.35,100.9,984,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.549,100.9,970,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.708,100.9,955,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,0.835,100.9,947,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,318.15,1,100.9,932,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0,100.9,988.03,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.015,100.9,992,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.055,100.9,999,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.119,100.9,1003,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.168,100.9,1001,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.24,100.9,993,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.35,100.9,981,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.549,100.9,966,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.708,100.9,952,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,0.835,100.9,944,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
yPuHI,323.15,1,100.9,929,Nascimento et al. (2020),Density,Liquid,AAZfWi,CC(=O)[O-].CC[NH2+]CC,diethylammonium acetate,AADYJk,O,water,,,
