setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","MolaLity of 5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hBMKy,0,0,293.15,100,998.24,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0,298.15,100,997.05,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0,303.15,100,995.64,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0,308.15,100,994.03,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0,313.15,100,992.23,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0149,293.15,100,999.17,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0149,298.15,100,997.96,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0149,303.15,100,996.53,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0149,308.15,100,994.91,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0149,313.15,100,993.08,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0301,293.15,100,1000.11,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0301,298.15,100,998.88,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0301,303.15,100,997.43,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0301,308.15,100,995.78,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0301,313.15,100,993.94,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0449,293.15,100,1001.01,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0449,298.15,100,999.76,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0449,303.15,100,998.28,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0449,308.15,100,996.61,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0449,313.15,100,994.75,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0603,293.15,100,1001.92,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0603,298.15,100,1000.65,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0603,303.15,100,999.15,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0603,308.15,100,997.46,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0603,313.15,100,995.59,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0752,293.15,100,1002.8,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0752,298.15,100,1001.5,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0752,303.15,100,999.98,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0752,308.15,100,998.26,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0752,313.15,100,996.37,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0901,293.15,100,1003.65,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0901,298.15,100,1002.33,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0901,303.15,100,1000.79,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0901,308.15,100,999.04,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0,0.0901,313.15,100,997.15,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0,293.15,100,1000.49,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0,298.15,100,999.32,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0,303.15,100,997.89,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0,308.15,100,996.52,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0,313.15,100,994.19,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0.0148,293.15,100,1001.4,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
hBMKy,0.05,0.0148,298.15,100,1000.18,Richu et al. (2022),Density,Liquid,AAncat,Cc1ncc(CO)c(CO)c1O.Cl,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AADYJk,O,water
