setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sUUvz,303.15,0.1122,100,1095.16,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.1731,100,1095.51,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.2433,100,1094.39,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.3032,100,1092.84,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.3705,100,1090.91,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.4746,100,1087.56,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.5997,100,1083.53,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.7115,100,1080.09,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.843,100,1076.19,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,0.9445,100,1073.27,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,303.15,1,100,1071.38,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0,100,1086.07,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.0111,100,1087.12,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.0341,100,1088.6,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.0713,100,1089.65,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.1122,100,1090.4,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.1731,100,1090.8,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.2433,100,1089.91,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.3032,100,1088.61,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.3705,100,1086.93,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.4746,100,1083.87,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.5997,100,1080.1,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.7115,100,1076.93,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.843,100,1072.98,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,0.9445,100,1070.09,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,308.15,1,100,1068.32,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0,100,1081.43,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.0111,100,1082.3,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.0341,100,1083.83,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.0713,100,1085.53,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.1122,100,1086.45,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.1731,100,1087.45,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.2433,100,1086.84,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.3032,100,1085.57,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.3705,100,1084.03,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.4746,100,1081.37,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.5997,100,1077.75,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.7115,100,1074.62,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.843,100,1070.29,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,0.9445,100,1066.86,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
sUUvz,313.15,1,100,1065.47,Govinda et al. (2013c),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
