setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lVPkV,298.15,0,101,1027.85,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.0859,101,1049.95,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.192,101,1064.93,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.2914,101,1074.44,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.3963,101,1080.96,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.4955,101,1085.46,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.5947,101,1088.93,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.69,101,1091.4,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.7938,101,1093.66,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
lVPkV,298.15,0.8893,101,1095.2,Ijardar and Malek (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
