setid,"MolaLity of tetrapentylammonium bromide, mol/kg",Solvent: Mole fraction of 2-methylbutan-2-ol,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rnNdD,0.0274,0.0222,298.15,985.205,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0278,0.0222,298.15,985.218,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0289,0.0222,298.15,985.245,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0403,0.0222,298.15,985.588,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0405,0.4516,298.15,850.678,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0499,0.0052,298.15,994.586,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0507,0.0222,298.15,985.919,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0561,1,298.15,808.204,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0577,0.4516,298.15,851.589,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0597,0.6478,298.15,831.168,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
