setid,"MolaLity of tetrapentylammonium bromide, mol/kg",Solvent: Mole fraction of 2-methylbutan-2-ol,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rnNdD,0.0733,0.0052,298.15,995.051,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0747,0.0163,298.15,989.327,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0749,1,298.15,809.487,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0768,0.0222,298.15,986.783,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0783,0.0106,298.15,992.252,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0846,0.4516,298.15,852.988,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.087,0.6478,298.15,832.74,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0916,0.0222,298.15,987.3,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0933,0.0163,298.15,989.728,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0948,0.0052,298.15,995.471,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0954,0.0222,298.15,987.439,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0955,0.0106,298.15,992.6,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0987,1,298.15,811.061,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.0991,0.6478,298.15,833.418,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1061,0.4516,298.15,854.066,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1223,0.0052,298.15,996,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1231,0.6478,298.15,834.769,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1272,0.0106,298.15,993.136,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1294,0.4516,298.15,855.207,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1309,0.0052,298.15,996.198,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1311,0.0163,298.15,990.516,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1349,1,298.15,813.431,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1528,0.0106,298.15,993.615,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1609,0.6478,298.15,836.792,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1659,1,298.15,815.33,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1662,0.4516,298.15,856.986,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1712,0.0163,298.15,991.293,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1731,0.0052,298.15,996.985,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1757,0.0106,298.15,993.986,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1826,0.0163,298.15,991.538,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1851,0.4516,298.15,857.904,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.1852,0.6478,298.15,838.091,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2006,0.0052,298.15,997.52,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2064,0.0163,298.15,991.953,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2101,0.6478,298.15,839.36,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.214,0.0106,298.15,994.495,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.214,1,298.15,818.32,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2395,0.0163,298.15,992.444,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2401,0.6478,298.15,840.928,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2423,0.0106,298.15,994.846,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2434,1,298.15,820.012,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
rnNdD,0.2483,0.0106,298.15,994.972,Garcia-Paneda et al. (2004),Density,Liquid,Gas,,52,AAQxyw,CCC(C)(C)O,2-methylbutan-2-ol,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide
