setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Llzjp,298,0,101.3,811,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,0.1,101.3,884,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,0.35,101.3,1041,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,0.54,101.3,1140,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,0.661,101.3,1195,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,0.79,101.3,1250,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,0.931,101.3,1304,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,298,1,101.3,1329,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0,101.3,807,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0.1,101.3,879,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0.35,101.3,1035,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0.54,101.3,1134,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0.661,101.3,1189,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0.79,101.3,1243,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,0.931,101.3,1298,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,303,1,101.3,1322,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
Llzjp,308,0,101.3,803,Alkhaldi et al. (2017a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
