setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gKqhX,303.15,0.4363,100,1003,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,303.15,0.5668,100,1045.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,303.15,0.6481,100,1068.9,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,303.15,0.7481,100,1095.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,303.15,0.8416,100,1118.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,303.15,0.9415,100,1140.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,303.15,1,100,1152.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0,100,799.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.0824,100,845.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.1538,100,881.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.2318,100,917.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.3425,100,962.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.4363,100,996.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.5668,100,1039,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.6481,100,1062.8,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.7481,100,1089.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.8416,100,1112.4,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,0.9415,100,1134.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,313.15,1,100,1146.5,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0,100,792,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.0824,100,838.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.1538,100,875,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.2318,100,910.7,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.3425,100,956.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.4363,100,990.6,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.5668,100,1033.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.6481,100,1057.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.7481,100,1084.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.8416,100,1107.1,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,0.9415,100,1129.3,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
gKqhX,323.15,1,100,1141.2,Almasi and Mirzaei (2020),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AAQxal,CCCCCO,pentan-1-ol,,,
