setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BtLly,298.15,0,101,1133.24,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,0.3793,101,1163.66,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,0.4978,101,1168.7,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,0.5886,101,1172.22,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,0.6839,101,1175.17,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,0.8086,101,1178.45,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,0.9178,101,1181.25,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,298.15,1,101,1183.1,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0,101,1111.24,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.2771,101,1140.59,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.3316,101,1144.17,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.3829,101,1147.24,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.4983,101,1153.18,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.6022,101,1157.42,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.6991,101,1160.97,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.8044,101,1164.21,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,0.8944,101,1166.46,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
BtLly,318.15,1,101,1169.25,Fernandez et al. (2015),Density,Liquid,AAYWvC,ClCCCCCl,"1,4-dichlorobutane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
