setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
itoFX,293.15,0,101,659.5,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,293.15,0.8732,101,1205.3,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,293.15,0.9107,101,1216.1,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,293.15,0.9288,101,1221,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,293.15,0.9532,101,1227.4,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,293.15,1,101,1239.6,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,298.15,0,101,654.9,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,298.15,0.8732,101,1201.5,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,298.15,0.9107,101,1212.2,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,298.15,0.9288,101,1217.1,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,298.15,0.9532,101,1223.6,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,298.15,1,101,1235.7,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,303.15,0,101,650.4,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,303.15,0.8732,101,1197.6,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,303.15,0.9107,101,1208.4,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,303.15,0.9288,101,1213.3,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,303.15,0.9532,101,1219.7,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
itoFX,303.15,1,101,1231.9,Pereiro and Rodriguez (2008e),Density,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
