setid,"Temperature, K",Mole fraction of dimethylformamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sxcJR,298.15,0.7999,101,1124.7,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,298.15,0.8999,101,1050.5,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,298.15,1,101,944.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0,101,1359.2,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.1002,101,1340.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.2,101,1321.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.3002,101,1300.8,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.3999,101,1281.2,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.5,101,1254.1,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.6,101,1215.5,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.7,101,1173.2,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.7999,101,1120.1,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,0.8999,101,1045.7,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,303.15,1,101,940.2,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0,101,1355.5,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.1002,101,1336.7,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.2,101,1317,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.3002,101,1296.5,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.3999,101,1276.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.5,101,1249.8,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.6,101,1211.1,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.7,101,1168.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.7999,101,1115.4,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,0.8999,101,1040.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,308.15,1,101,935.5,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0,101,1352,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.1002,101,1332.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.2,101,1312.7,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.3002,101,1292.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.3999,101,1272.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.5,101,1245.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.6,101,1206.7,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.7,101,1164.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.7999,101,1111,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,0.8999,101,1036.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,313.15,1,101,930.7,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0,101,1347.4,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.1002,101,1328.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.2,101,1308.6,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.3002,101,1288.1,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.3999,101,1268.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.5,101,1241.1,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.6,101,1202.3,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.7,101,1159.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.7999,101,1106.5,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,0.8999,101,1031.8,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
sxcJR,318.15,1,101,925.9,Geng et al. (2008b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
